2.398359 4.439211 
2.656711 4.370692 
3.197933 4.623350 
2.516493 4.044337 
4.222367 3.467230 
4.260077 4.325662 
3.710222 3.635419 
3.278557 4.058559 
3.955814 3.798143 
3.642163 5.184672 
3.880963 4.447661 
3.655866 2.910217 
2.632451 3.093931 
4.656008 3.115386 
3.039210 3.385849 
2.431960 3.721549 
4.071986 3.518268 
2.283669 4.452243 
3.096349 3.889495 
4.601719 2.314783 
3.172245 1.980159 
3.513704 3.258016 
4.310642 3.427499 
3.295031 3.135329 
3.436907 2.620654 
2.133931 2.853948 
2.831641 4.194667 
3.683295 3.627660 
2.502951 3.772271 
3.235942 3.427766 
3.320877 2.357981 
3.140620 4.330344 
2.923865 2.988689 
4.514220 3.105205 
2.945487 3.185581 
2.463629 1.285265 
3.393324 3.834024 
3.068055 3.233085 
3.557546 1.727391 
3.322145 3.498016 
3.814229 4.176958 
2.072010 3.898786 
2.566133 2.846722 
3.342814 5.131157 
4.246384 1.775557 
3.933904 3.824250 
2.912121 3.361986 
2.999765 3.508219 
3.689599 2.465121 
3.461322 3.505381 
4.966386 3.569693 
2.700302 3.054129 
5.335145 4.357831 
3.420223 4.560580 
3.261793 3.681607 
3.457365 3.910848 
4.040679 3.476343 
3.402286 4.178883 
3.313068 3.427712 
4.547341 4.953116 
2.539605 2.676008 
2.625304 3.379045 
3.364168 2.624294 
3.443133 3.486797 
3.765234 3.586230 
3.358118 2.999642 
4.474923 3.178464 
4.337808 3.374919 
4.656677 2.709697 
2.471396 2.789777 
2.556840 3.529391 
3.191182 3.189967 
3.310127 2.288114 
3.820918 3.593828 
4.174968 2.518937 
4.362550 4.729379 
3.551830 2.366032 
3.345300 3.047892 
3.231085 2.752373 
4.577111 3.383370 
2.761783 3.454416 
2.924860 3.082779 
3.207714 3.213484 
4.670968 3.138904 
3.595540 3.125150 
5.000832 3.206244 
4.134485 2.904561 
3.454932 3.304913 
3.670001 4.105696 
3.806201 4.448975 
3.955916 2.588212 
4.044273 4.413482 
3.447909 3.995026 
3.758439 3.349254 
2.683219 3.276496 
3.796017 3.813041 
4.225622 2.787881 
3.903157 2.885843 
3.746955 3.161073 
3.253436 3.317589 
3.365520 3.943197 
4.051231 2.845901 
4.315058 3.439655 
4.842536 4.270103 
3.970862 2.888842 
2.361223 2.888923 
3.504667 4.620545 
3.945835 4.322466 
3.084677 3.780242 
4.422822 3.593767 
4.168497 2.769577 
3.547718 3.795597 
4.330996 4.049351 
4.125423 4.116438 
3.219363 2.898048 
3.128707 2.759503 
3.922307 3.456834 
2.823337 3.423368 
4.035933 4.182194 
2.420279 3.180275 
4.587656 3.697155 
3.329710 3.076165 
2.559040 4.057476 
4.118072 3.707034 
2.789168 3.385138 
4.044237 3.804428 
4.357354 2.922553 
3.438385 4.028477 
3.487375 4.632238 
4.024297 3.625678 
4.510590 4.604541 
2.217750 3.705107 
3.421653 2.837012 
3.881587 3.438713 
5.084060 4.501121 
3.691026 3.292060 
3.323188 4.262528 
3.629042 2.832555 
2.185264 3.042156 
3.179162 2.658798 
3.593730 3.680596 
4.008794 2.503999 
3.954392 2.921290 
2.467523 4.576195 
3.029727 3.616125 
3.059606 3.454482 
3.227792 1.708273 
1.557675 4.166646 
2.836917 3.086174 
3.252930 4.522371 
3.721703 3.550222 
3.426972 2.411667 
3.529668 3.418509 
2.678219 3.725685 
2.540805 3.367963 
3.295548 4.114314 
3.396037 4.138931 
2.277639 2.310514 
2.365431 2.749891 
3.453628 4.302631 
4.396881 4.206167 
2.282558 3.919317 
3.589105 2.643555 
3.374566 3.957808 
3.580621 3.014650 
4.560108 3.046662 
4.469855 3.117108 
4.439379 4.215910 
4.781818 3.977380 
3.985510 3.760301 
3.207916 3.830341 
2.852720 3.485491 
5.002088 3.689004 
5.439878 2.853640 
4.324850 4.490481 
2.321154 3.618806 
3.990046 4.358896 
4.534144 4.145486 
3.533975 3.791023 
3.433659 4.772206 
3.895507 4.684069 
3.379486 3.001653 
3.876950 3.255992 
3.249789 3.931816 
3.467129 4.510633 
4.170520 3.981781 
3.750986 2.706385 
3.442271 4.060790 
3.428417 3.522379 
3.648422 4.162522 
3.197442 2.970155 
4.394927 2.572418 
3.707561 3.131092 
3.086683 2.900589 
2.681321 3.744150 
4.629689 4.155852 
3.908802 3.192737 
2.852401 3.252920 
3.432289 3.447470 
3.582410 3.804621 
4.016311 4.662505 
2.769422 3.533211 
1.981648 3.352442 
3.294770 3.085366 
3.082496 2.899536 
2.938260 3.662790 
4.451015 2.642820 
3.979828 4.054019 
2.446464 2.607875 
3.760628 3.842590 
3.287853 3.871411 
3.673372 3.844056 
4.471492 3.527645 
3.714714 3.467011 
3.686381 3.257852 
3.436659 3.151560 
3.498153 4.224894 
3.625513 3.625361 
3.614571 3.817592 
3.132990 3.407325 
3.186450 4.576286 
3.582444 2.928102 
3.467703 2.332860 
2.883730 3.417446 
3.169211 3.816782 
3.571765 3.871015 
2.953161 3.709821 
4.106217 3.322298 
2.764056 3.787470 
3.040771 3.775632 
2.850557 3.360659 
3.726684 3.404438 
3.146530 3.157790 
3.062144 3.410415 
3.624219 2.171548 
3.060007 3.108059 
4.442818 3.961481 
3.182096 2.870724 
2.323437 3.931881 
3.803959 3.261258 
4.078980 2.672545 
2.300480 4.109689 
3.355480 3.512393 
3.931741 3.536207 
4.291886 3.649725 
3.024577 2.460640 
2.987349 3.649165 
4.969021 2.946284 
3.929705 3.017013 
3.739306 2.885957 
3.485043 2.549527 
2.967176 4.137568 
4.318366 4.644366 
3.388224 3.305083 
2.106791 3.657379 
4.153744 3.327451 
3.732281 5.396747 
4.519909 4.330232 
4.898760 2.959341 
3.532493 3.829686 
2.553370 3.646101 
4.408737 3.189736 
3.932389 4.157180 
4.048406 2.558128 
4.304683 3.685163 
2.978878 2.218200 
3.816961 3.313041 
2.693494 3.684498 
1.836036 3.169787 
4.276371 2.722401 
3.568719 3.105554 
4.743503 4.154828 
3.579586 4.592571 
3.417908 4.382434 
2.860600 3.518727 
3.098923 3.043941 
3.954955 3.904341 
3.783886 3.164975 
3.092466 4.309747 
3.794916 3.505831 
3.356853 2.927345 
3.499350 4.446799 
3.570019 3.144381 
3.087140 2.867706 
2.634016 3.623818 
3.164501 3.451704 
3.296138 3.626440 
3.683012 3.607213 
4.232900 3.001766 
3.956643 2.832933 
3.719572 3.230313 
3.498410 3.069075 
3.603352 3.732822 
3.093233 4.887828 
3.784546 3.466558 
3.192181 4.584918 
3.328071 4.423848 
3.312436 4.840046 
4.253588 3.303534 
3.792437 3.400185 
3.273269 3.341556 
4.409953 3.932637 
3.783905 2.702690 
5.307565 4.800679 
5.295001 4.110421 
3.351932 4.831860 
3.371786 4.023751 
3.014330 4.025333 
3.082183 3.133702 
3.742464 2.252186 
3.325337 4.889865 
4.347375 2.540852 
3.978737 4.385883 
4.524149 3.202659 
2.221549 4.137671 
4.089562 3.985901 
4.208449 3.967006 
3.380874 2.986297 
